State,County,cooling system type,climate zone,PUE mean,WR_CaseB_DWSF_L_per_kWh,WR_SWI_L_per_kWh
Alabama,Fayette County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Fayette County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Fayette County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Franklin County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Franklin County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Franklin County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Franklin County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Franklin County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Franklin County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Franklin County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Franklin County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Franklin County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Franklin County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Franklin County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Franklin County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Franklin County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Franklin County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Geneva County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Geneva County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Geneva County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Geneva County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Geneva County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Geneva County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Geneva County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Geneva County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Geneva County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Geneva County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Geneva County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Geneva County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Geneva County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Geneva County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Greene County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Greene County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Greene County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Greene County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Greene County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Greene County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Greene County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Greene County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Greene County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Greene County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Greene County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Greene County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Greene County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Greene County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Hale County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Hale County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Hale County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Hale County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Hale County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Hale County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Hale County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Hale County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Hale County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Hale County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Hale County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Hale County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Hale County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Hale County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Henry County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Henry County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Henry County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Henry County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Henry County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Henry County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Henry County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Henry County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Henry County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Henry County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Henry County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Henry County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Henry County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Henry County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Houston County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Houston County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Houston County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Houston County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Houston County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Houston County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Houston County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Houston County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Houston County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Houston County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Houston County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Houston County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Houston County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Houston County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Jackson County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Jackson County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Jackson County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Jackson County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Jackson County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Jackson County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Jackson County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Jackson County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Jackson County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Jackson County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Jackson County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Jackson County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Jackson County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Jackson County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Jefferson County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Jefferson County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Jefferson County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Jefferson County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Jefferson County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Jefferson County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Jefferson County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Jefferson County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Jefferson County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Jefferson County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Jefferson County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Jefferson County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Jefferson County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Jefferson County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Lamar County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Lamar County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Lamar County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Lamar County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Lamar County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Lamar County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Lamar County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Lamar County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Lamar County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Lamar County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Lamar County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Lamar County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Lamar County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Lamar County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Lauderdale County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Lauderdale County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Lauderdale County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Lauderdale County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Lauderdale County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Lauderdale County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Lauderdale County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Lauderdale County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Lauderdale County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Lauderdale County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Lauderdale County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Lauderdale County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Lauderdale County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Lauderdale County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Lawrence County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Lawrence County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Lawrence County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Lawrence County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Lawrence County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Lawrence County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Lawrence County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Lawrence County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Lawrence County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Lawrence County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Lawrence County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Lawrence County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Lawrence County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Lawrence County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Lee County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Lee County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Lee County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Lee County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Lee County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Lee County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Lee County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Lee County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Lee County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Lee County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Lee County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Lee County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Lee County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Lee County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Limestone County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Limestone County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Limestone County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Limestone County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Limestone County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Limestone County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Limestone County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Limestone County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Limestone County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Limestone County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Limestone County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Limestone County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Limestone County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Limestone County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Lowndes County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Lowndes County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Lowndes County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Lowndes County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Lowndes County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Lowndes County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Lowndes County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Lowndes County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Lowndes County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Lowndes County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Lowndes County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Lowndes County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Lowndes County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Lowndes County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Macon County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Macon County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Macon County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Macon County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Macon County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Macon County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Macon County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Macon County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Macon County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Macon County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Macon County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Macon County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Macon County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Macon County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Madison County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Madison County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Madison County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Madison County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Madison County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Madison County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Madison County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Madison County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Madison County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Madison County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Madison County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Madison County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Madison County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Madison County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Marengo County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Marengo County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Marengo County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Marengo County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Marengo County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Marengo County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Marengo County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Marengo County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Marengo County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Marengo County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Marengo County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Marengo County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Marengo County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Marengo County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Marion County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Marion County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Marion County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Marion County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Marion County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Marion County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Marion County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Marion County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Marion County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Marion County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Marion County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Marion County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Marion County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Marion County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Marshall County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Marshall County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Marshall County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Marshall County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Marshall County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Marshall County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Marshall County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Marshall County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Marshall County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Marshall County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Marshall County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Marshall County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Marshall County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Marshall County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Mobile County,1,2A,1.2454,15.08772152,25.29053994
Alabama,Mobile County,2,2A,1.18025,15.08772152,25.29053994
Alabama,Mobile County,3,2A,1.58525,15.08772152,25.29053994
Alabama,Mobile County,4,2A,1.4445,15.08772152,25.29053994
Alabama,Mobile County,5,2A,1.6482,15.08772152,25.29053994
Alabama,Mobile County,6,2A,1.7992,15.08772152,25.29053994
Alabama,Mobile County,7,2A,1.9688,15.08772152,25.29053994
Alabama,Mobile County,8,2A,1.8865,15.08772152,25.29053994
Alabama,Mobile County,9,2A,2.15985,15.08772152,25.29053994
Alabama,Mobile County,10,2A,2.19655,15.08772152,25.29053994
Alabama,Mobile County,11,2A,1.29975,15.08772152,25.29053994
Alabama,Mobile County,12,2A,1.47915,15.08772152,25.29053994
Alabama,Mobile County,13,2A,1.39785,15.08772152,25.29053994
Alabama,Mobile County,14,2A,1.7466,15.08772152,25.29053994
Alabama,Monroe County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Monroe County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Monroe County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Monroe County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Monroe County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Monroe County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Monroe County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Monroe County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Monroe County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Monroe County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Monroe County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Monroe County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Monroe County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Monroe County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Montgomery County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Montgomery County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Montgomery County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Montgomery County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Montgomery County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Montgomery County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Montgomery County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Montgomery County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Montgomery County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Montgomery County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Montgomery County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Montgomery County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Montgomery County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Montgomery County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Morgan County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Morgan County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Morgan County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Morgan County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Morgan County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Morgan County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Morgan County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Morgan County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Morgan County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Morgan County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Morgan County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Morgan County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Morgan County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Morgan County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Perry County,1,3A,1.1968,-7.41320326,0.687173942
Alabama,Perry County,2,3A,1.15765,-7.41320326,0.687173942
Alabama,Perry County,3,3A,1.53995,-7.41320326,0.687173942
Alabama,Perry County,4,3A,1.4143,-7.41320326,0.687173942
Alabama,Perry County,5,3A,1.63775,-7.41320326,0.687173942
Alabama,Perry County,6,3A,1.62605,-7.41320326,0.687173942
Alabama,Perry County,7,3A,1.8597,-7.41320326,0.687173942
Alabama,Perry County,8,3A,1.87095,-7.41320326,0.687173942
Alabama,Perry County,9,3A,2.0324,-7.41320326,0.687173942
Alabama,Perry County,10,3A,2.1448,-7.41320326,0.687173942
Alabama,Perry County,11,3A,1.2664,-7.41320326,0.687173942
Alabama,Perry County,12,3A,1.4528,-7.41320326,0.687173942
Alabama,Perry County,13,3A,1.37885,-7.41320326,0.687173942
Alabama,Perry County,14,3A,1.60905,-7.41320326,0.687173942
Alabama,Pickens County,1,3A,1.1968,-7.41320326,0.687173942
